[CryoJet 1]
	Time [s]	Temp T[k]	TSet	Shield flow	Sample flow	Heater pow[R5]	Heater pow[R6]	Run	Frame
Tue May 09 16:57:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 34
Tue May 09 16:57:17 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 34
Tue May 09 16:57:27 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 34
Tue May 09 16:57:38 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 34
Tue May 09 16:57:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 34
Tue May 09 16:57:59 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 34
Tue May 09 16:58:10 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 34
Tue May 09 16:58:21 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 34
Tue May 09 16:58:31 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.40	 3	 35
Tue May 09 16:58:42 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 35
Tue May 09 16:58:52 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 35
Tue May 09 16:59:03 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 35
Tue May 09 16:59:14 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 35
Tue May 09 16:59:24 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 35
Tue May 09 16:59:35 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 35
Tue May 09 16:59:46 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 35
Tue May 09 16:59:56 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 35
Tue May 09 17:00:07 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 35
Tue May 09 17:00:17 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 35
Tue May 09 17:00:28 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 35
Tue May 09 17:00:39 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 35
Tue May 09 17:00:49 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 36
Tue May 09 17:01:00 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 36
Tue May 09 17:01:11 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 36
Tue May 09 17:01:21 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 36
Tue May 09 17:01:32 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 36
Tue May 09 17:01:42 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 36
Tue May 09 17:01:53 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 36
Tue May 09 17:02:04 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 36
Tue May 09 17:02:14 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 36
Tue May 09 17:02:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 36
Tue May 09 17:02:36 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 36
Tue May 09 17:02:46 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 36
Tue May 09 17:02:57 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 37
Tue May 09 17:03:08 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 37
Tue May 09 17:03:18 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 37
Tue May 09 17:03:29 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 37
Tue May 09 17:03:39 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 37
Tue May 09 17:03:50 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 37
Tue May 09 17:04:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 37
Tue May 09 17:04:11 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 37
Tue May 09 17:04:22 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 37
Tue May 09 17:04:33 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 37
Tue May 09 17:04:43 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 37
Tue May 09 17:04:54 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 37
Tue May 09 17:05:04 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 38
Tue May 09 17:05:15 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 38
Tue May 09 17:05:26 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 38
Tue May 09 17:05:36 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 38
Tue May 09 17:05:47 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 38
Tue May 09 17:05:58 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 38
Tue May 09 17:06:08 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 38
Tue May 09 17:06:19 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 38
Tue May 09 17:06:30 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 38
Tue May 09 17:06:40 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 38
Tue May 09 17:06:51 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 38
Tue May 09 17:07:01 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 38
Tue May 09 17:07:12 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 39
Tue May 09 17:07:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 39
Tue May 09 17:07:33 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 39
Tue May 09 17:07:44 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 39
Tue May 09 17:07:55 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 39
Tue May 09 17:08:05 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 39
Tue May 09 17:08:16 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 39
Tue May 09 17:08:26 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 39
Tue May 09 17:08:37 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 39
Tue May 09 17:08:48 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 39
Tue May 09 17:08:58 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 39
Tue May 09 17:09:09 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 39
Tue May 09 17:09:20 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 39
Tue May 09 17:09:30 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 40
Tue May 09 17:09:41 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 40
Tue May 09 17:09:51 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 40
Tue May 09 17:10:02 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 40
Tue May 09 17:10:13 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 40
Tue May 09 17:10:23 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 40
Tue May 09 17:10:34 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 40
Tue May 09 17:10:45 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 40
Tue May 09 17:10:55 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 40
Tue May 09 17:11:06 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 40
Tue May 09 17:11:16 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 40
Tue May 09 17:11:27 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 40
Tue May 09 17:11:38 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 41
Tue May 09 17:11:48 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 41
Tue May 09 17:11:59 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 41
Tue May 09 17:12:10 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 41
Tue May 09 17:12:20 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 41
Tue May 09 17:12:31 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 41
Tue May 09 17:12:42 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 41
Tue May 09 17:12:52 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 41
Tue May 09 17:13:03 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 41
Tue May 09 17:13:13 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 41
Tue May 09 17:13:24 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.30	 3	 41
Tue May 09 17:13:35 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 41
Tue May 09 17:13:45 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 41
Tue May 09 17:13:56 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 41
Tue May 09 17:14:07 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 41
Tue May 09 17:14:17 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 41
Tue May 09 17:14:28 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 41
Tue May 09 17:14:38 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 41
Tue May 09 17:14:49 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 41
Tue May 09 17:15:00 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 41
Tue May 09 17:15:10 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 41
Tue May 09 17:15:21 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 42
Tue May 09 17:15:32 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 42
Tue May 09 17:15:42 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 42
Tue May 09 17:15:53 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 42
Tue May 09 17:16:03 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 42
Tue May 09 17:16:14 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 42
Tue May 09 17:16:25 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 42
Tue May 09 17:16:35 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 42
Tue May 09 17:16:46 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 42
Tue May 09 17:16:57 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 42
Tue May 09 17:17:07 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 42
Tue May 09 17:17:18 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 42
Tue May 09 17:17:28 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 43
Tue May 09 17:17:39 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 43
Tue May 09 17:17:50 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 43
Tue May 09 17:18:00 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 43
Tue May 09 17:18:11 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 43
Tue May 09 17:18:22 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 43
Tue May 09 17:18:32 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 43
Tue May 09 17:18:43 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 43
Tue May 09 17:18:54 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 43
Tue May 09 17:19:04 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 43
Tue May 09 17:19:15 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 43
Tue May 09 17:19:25 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 43
Tue May 09 17:19:36 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 44
Tue May 09 17:19:47 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 44
Tue May 09 17:19:57 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 44
Tue May 09 17:20:08 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 44
Tue May 09 17:20:19 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 44
Tue May 09 17:20:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 44
Tue May 09 17:20:40 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 44
Tue May 09 17:20:51 2017	 172.90	 173.00	   3.00	   3.00	  22.00	  10.60	 3	 44
Tue May 09 17:21:01 2017	 172.90	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 44
Tue May 09 17:21:12 2017	 172.90	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 44
Tue May 09 17:21:22 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 44
Tue May 09 17:21:33 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.50	 3	 44
Tue May 09 17:21:44 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 45
Tue May 09 17:21:54 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 45
Tue May 09 17:22:05 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 45
Tue May 09 17:22:16 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 45
Tue May 09 17:22:26 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 45
Tue May 09 17:22:37 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 45
Tue May 09 17:22:47 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 45
Tue May 09 17:22:58 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 45
Tue May 09 17:23:09 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 45
Tue May 09 17:23:19 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 45
Tue May 09 17:23:30 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 45
Tue May 09 17:23:41 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 45
Tue May 09 17:23:51 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 45
Tue May 09 17:24:02 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:24:13 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:24:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:24:34 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:24:44 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:24:55 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:25:06 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:25:16 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:25:27 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 46
Tue May 09 17:25:38 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 46
Tue May 09 17:25:48 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 46
Tue May 09 17:25:59 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 46
Tue May 09 17:26:09 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 47
Tue May 09 17:26:20 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 47
Tue May 09 17:26:31 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 47
Tue May 09 17:26:41 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 3	 47
Tue May 09 17:26:52 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 47
Tue May 09 17:27:03 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 47
Tue May 09 17:27:13 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 47
Tue May 09 17:27:24 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 47
Tue May 09 17:27:34 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 47
Tue May 09 17:27:45 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 47
Tue May 09 17:27:56 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 47
Tue May 09 17:28:06 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 47
Tue May 09 17:28:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 48
Tue May 09 17:28:28 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 48
Tue May 09 17:28:38 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 48
Tue May 09 17:28:49 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 48
Tue May 09 17:28:59 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 48
Tue May 09 17:29:10 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 48
Tue May 09 17:29:21 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 48
Tue May 09 17:29:31 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 48
Tue May 09 17:29:42 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 48
Tue May 09 17:29:53 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.20	 3	 48
Tue May 09 17:30:03 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 48
Tue May 09 17:30:14 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 48
Tue May 09 17:30:24 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 49
Tue May 09 17:30:35 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 49
Tue May 09 17:30:46 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 49
Tue May 09 17:30:56 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 49
Tue May 09 17:31:07 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 49
Tue May 09 17:31:18 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 49
Tue May 09 17:31:28 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 49
Tue May 09 17:31:39 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 49
Tue May 09 17:31:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 49
Tue May 09 17:32:00 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 49
Tue May 09 17:32:11 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 49
Tue May 09 17:32:21 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 49
Tue May 09 17:32:32 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 49
Tue May 09 17:32:43 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 50
Tue May 09 17:32:53 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 3	 50
Tue May 09 17:33:04 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 50
Tue May 09 17:33:14 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 50
Tue May 09 17:33:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 50
Tue May 09 17:33:36 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 50
Tue May 09 17:33:46 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 3	 50
Tue May 09 17:33:57 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 50
Tue May 09 17:34:08 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 3	 50
Tue May 09 17:34:18 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 50
Tue May 09 17:34:29 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 50
Tue May 09 17:34:40 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 50
Tue May 09 17:34:50 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 51
Tue May 09 17:35:01 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 51
Tue May 09 17:35:11 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 51
Tue May 09 17:35:22 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 51
Tue May 09 17:35:33 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 51
Tue May 09 17:35:43 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 51
Tue May 09 17:35:54 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 51
Tue May 09 17:36:05 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 3	 51
Tue May 09 17:36:15 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 51
Tue May 09 17:36:26 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 51
Tue May 09 17:36:37 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 51
Tue May 09 17:36:47 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 51
Tue May 09 17:36:58 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 52
Tue May 09 17:37:08 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 52
Tue May 09 17:37:19 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 52
Tue May 09 17:37:30 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 52
Tue May 09 17:37:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 52
Tue May 09 17:37:51 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 52
Tue May 09 17:38:02 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 52
Tue May 09 17:38:12 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 52
Tue May 09 17:38:23 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 52
Tue May 09 17:38:33 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 52
Tue May 09 17:38:44 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 52
Tue May 09 17:38:55 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 52
Tue May 09 17:39:05 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 53
Tue May 09 17:39:16 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 53
Tue May 09 17:39:27 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 53
Tue May 09 17:39:37 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 53
Tue May 09 17:39:48 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 53
Tue May 09 17:39:58 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 53
Tue May 09 17:40:09 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 53
Tue May 09 17:40:20 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 53
Tue May 09 17:40:30 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 53
Tue May 09 17:40:41 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 53
Tue May 09 17:40:52 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 53
Tue May 09 17:41:02 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 53
Tue May 09 17:41:13 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.30	 3	 53
Tue May 09 17:41:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 53
Tue May 09 17:41:34 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 53
Tue May 09 17:41:45 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 53
Tue May 09 17:41:55 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 53
Tue May 09 17:42:06 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 53
Tue May 09 17:42:17 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.20	 3	 53
Tue May 09 17:42:27 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.20	 3	 53
Tue May 09 17:42:38 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 53
Tue May 09 17:42:49 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 53
Tue May 09 17:42:59 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 53
Tue May 09 17:43:10 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 53
Tue May 09 17:43:20 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 53
Tue May 09 17:43:31 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 53
Tue May 09 17:43:42 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 53
Tue May 09 17:43:52 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 53
Tue May 09 17:44:03 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 53
Tue May 09 17:44:14 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 53
