[CryoJet 1]
	Time [s]	Temp T[k]	TSet	Shield flow	Sample flow	Heater pow[R5]	Heater pow[R6]	Run	Frame
Tue May 09 12:11:44 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 1
Tue May 09 12:11:55 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 1
Tue May 09 12:12:05 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 2
Tue May 09 12:12:16 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 2
Tue May 09 12:12:27 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 2
Tue May 09 12:12:37 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 2
Tue May 09 12:12:48 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.60	 1	 2
Tue May 09 12:12:58 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.60	 1	 2
Tue May 09 12:13:09 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 3
Tue May 09 12:13:20 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 3
Tue May 09 12:13:30 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 3
Tue May 09 12:13:41 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 3
Tue May 09 12:13:52 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 3
Tue May 09 12:14:02 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 4
Tue May 09 12:14:13 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 4
Tue May 09 12:14:23 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 4
Tue May 09 12:14:34 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 4
Tue May 09 12:14:45 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 4
Tue May 09 12:14:55 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 4
Tue May 09 12:15:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 5
Tue May 09 12:15:17 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 5
Tue May 09 12:15:27 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 5
Tue May 09 12:15:38 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 5
Tue May 09 12:15:48 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.30	 1	 5
Tue May 09 12:15:59 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.60	 1	 6
Tue May 09 12:16:10 2017	 173.10	 173.00	   3.00	   3.00	  21.20	  10.10	 1	 6
Tue May 09 12:16:20 2017	 173.10	 173.00	   3.00	   3.00	  21.20	  10.20	 1	 6
Tue May 09 12:16:31 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 1	 6
Tue May 09 12:16:41 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 6
Tue May 09 12:16:52 2017	 173.10	 173.00	   3.00	   3.00	  21.20	  10.20	 1	 6
Tue May 09 12:17:03 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.20	 1	 7
Tue May 09 12:17:13 2017	 173.00	 173.00	   3.00	   3.00	  21.00	  10.10	 1	 7
Tue May 09 12:17:24 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 7
Tue May 09 12:17:35 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 7
Tue May 09 12:17:45 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 7
Tue May 09 12:17:56 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 7
Tue May 09 12:18:07 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 8
Tue May 09 12:18:17 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 8
Tue May 09 12:18:28 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.40	 1	 8
Tue May 09 12:18:38 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 8
Tue May 09 12:18:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 8
Tue May 09 12:19:00 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 9
Tue May 09 12:19:10 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 9
Tue May 09 12:19:21 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 9
Tue May 09 12:19:32 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 9
Tue May 09 12:19:42 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 9
Tue May 09 12:19:53 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.50	 1	 9
Tue May 09 12:20:03 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 10
Tue May 09 12:20:14 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 10
Tue May 09 12:20:25 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 10
Tue May 09 12:20:35 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 10
Tue May 09 12:20:46 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.20	 1	 10
Tue May 09 12:20:57 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 11
Tue May 09 12:21:07 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 11
Tue May 09 12:21:18 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 11
Tue May 09 12:21:28 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.40	 1	 11
Tue May 09 12:21:39 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 11
Tue May 09 12:21:50 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 11
Tue May 09 12:22:00 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 12
Tue May 09 12:22:11 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 12
Tue May 09 12:22:22 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 12
Tue May 09 12:22:32 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.20	 1	 12
Tue May 09 12:22:43 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 12
Tue May 09 12:22:54 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 13
Tue May 09 12:23:04 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 13
Tue May 09 12:23:15 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 13
Tue May 09 12:23:25 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 13
Tue May 09 12:23:36 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 13
Tue May 09 12:23:47 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.30	 1	 13
Tue May 09 12:23:57 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 14
Tue May 09 12:24:08 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 14
Tue May 09 12:24:19 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 14
Tue May 09 12:24:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 14
Tue May 09 12:24:40 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 14
Tue May 09 12:24:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 14
Tue May 09 12:25:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 15
Tue May 09 12:25:12 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 15
Tue May 09 12:25:22 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 15
Tue May 09 12:25:33 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 15
Tue May 09 12:25:44 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 15
Tue May 09 12:25:54 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 16
Tue May 09 12:26:05 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 16
Tue May 09 12:26:15 2017	 173.00	 173.00	   3.00	   3.00	  22.60	  10.50	 1	 16
Tue May 09 12:26:26 2017	 173.00	 173.00	   3.00	   3.00	  22.60	  10.30	 1	 16
Tue May 09 12:26:37 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 16
Tue May 09 12:26:47 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 16
Tue May 09 12:26:58 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 17
Tue May 09 12:27:09 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 17
Tue May 09 12:27:19 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 17
Tue May 09 12:27:30 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 17
Tue May 09 12:27:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 17
Tue May 09 12:27:51 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 18
Tue May 09 12:28:02 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 18
Tue May 09 12:28:12 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 18
Tue May 09 12:28:23 2017	 173.00	 173.00	   3.00	   3.00	  21.00	  10.40	 1	 18
Tue May 09 12:28:34 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 18
Tue May 09 12:28:44 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 18
Tue May 09 12:28:55 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 19
Tue May 09 12:29:05 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 19
Tue May 09 12:29:16 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 19
Tue May 09 12:29:27 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 19
Tue May 09 12:29:37 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 19
Tue May 09 12:29:48 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 20
Tue May 09 12:29:59 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 20
Tue May 09 12:30:09 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 20
Tue May 09 12:30:20 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 20
Tue May 09 12:30:31 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 20
Tue May 09 12:30:41 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 20
Tue May 09 12:30:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 21
Tue May 09 12:31:02 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 21
Tue May 09 12:31:13 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 21
Tue May 09 12:31:24 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 21
Tue May 09 12:31:34 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 21
Tue May 09 12:31:45 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 21
Tue May 09 12:31:55 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 22
Tue May 09 12:32:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 22
Tue May 09 12:32:17 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 22
Tue May 09 12:32:27 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 22
Tue May 09 12:32:38 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 22
Tue May 09 12:32:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.10	 1	 23
Tue May 09 12:32:59 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 23
Tue May 09 12:33:10 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 23
Tue May 09 12:33:20 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 23
Tue May 09 12:33:31 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 23
Tue May 09 12:33:42 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 23
Tue May 09 12:33:52 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 24
Tue May 09 12:34:03 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 24
Tue May 09 12:34:13 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 24
Tue May 09 12:34:24 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.40	 1	 24
Tue May 09 12:34:35 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 24
Tue May 09 12:34:45 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 25
Tue May 09 12:34:56 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 25
Tue May 09 12:35:07 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 25
Tue May 09 12:35:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.50	 1	 25
Tue May 09 12:35:28 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 25
Tue May 09 12:35:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 25
Tue May 09 12:35:49 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.60	 1	 26
Tue May 09 12:36:00 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 26
Tue May 09 12:36:10 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 26
Tue May 09 12:36:21 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.30	 1	 26
Tue May 09 12:36:31 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 26
Tue May 09 12:36:42 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 26
Tue May 09 12:36:53 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 27
Tue May 09 12:37:03 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.20	 1	 27
Tue May 09 12:37:14 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.30	 1	 27
Tue May 09 12:37:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 27
Tue May 09 12:37:35 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.70	 1	 27
Tue May 09 12:37:46 2017	 172.90	 173.00	   3.00	   3.00	  22.10	  10.70	 1	 28
Tue May 09 12:37:57 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 28
Tue May 09 12:38:07 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 28
Tue May 09 12:38:18 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 28
Tue May 09 12:38:28 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 1	 28
Tue May 09 12:38:39 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 28
Tue May 09 12:38:50 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.20	 1	 29
Tue May 09 12:39:00 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.30	 1	 29
Tue May 09 12:39:11 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 29
Tue May 09 12:39:22 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 29
Tue May 09 12:39:32 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 1	 29
Tue May 09 12:39:43 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.30	 1	 30
Tue May 09 12:39:53 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 30
Tue May 09 12:40:04 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.60	 1	 30
Tue May 09 12:40:15 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.40	 1	 30
Tue May 09 12:40:25 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 30
Tue May 09 12:40:36 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 30
Tue May 09 12:40:47 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 31
Tue May 09 12:40:57 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 31
Tue May 09 12:41:08 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 31
Tue May 09 12:41:18 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 31
Tue May 09 12:41:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 31
Tue May 09 12:41:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 31
Tue May 09 12:41:50 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 32
Tue May 09 12:42:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 32
Tue May 09 12:42:12 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 32
Tue May 09 12:42:22 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 1	 32
Tue May 09 12:42:33 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 32
Tue May 09 12:42:44 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 33
Tue May 09 12:42:54 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 33
Tue May 09 12:43:05 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 33
Tue May 09 12:43:15 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 33
Tue May 09 12:43:26 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 33
Tue May 09 12:43:37 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 33
Tue May 09 12:43:47 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 34
Tue May 09 12:43:58 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 34
Tue May 09 12:44:08 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 34
Tue May 09 12:44:19 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 34
Tue May 09 12:44:30 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 34
Tue May 09 12:44:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 35
Tue May 09 12:44:51 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 35
Tue May 09 12:45:02 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 35
Tue May 09 12:45:12 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 35
Tue May 09 12:45:23 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 35
Tue May 09 12:45:33 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 35
Tue May 09 12:45:44 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 36
Tue May 09 12:45:55 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 36
Tue May 09 12:46:05 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 36
Tue May 09 12:46:16 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 36
Tue May 09 12:46:27 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 36
Tue May 09 12:46:37 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 37
Tue May 09 12:46:48 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 37
Tue May 09 12:46:59 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 37
Tue May 09 12:47:09 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 37
Tue May 09 12:47:20 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 37
Tue May 09 12:47:30 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 37
Tue May 09 12:47:41 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 38
Tue May 09 12:47:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 38
Tue May 09 12:48:02 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 38
Tue May 09 12:48:13 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 38
Tue May 09 12:48:24 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 38
Tue May 09 12:48:34 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 38
Tue May 09 12:48:45 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.50	 1	 39
Tue May 09 12:48:55 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 39
Tue May 09 12:49:06 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 39
Tue May 09 12:49:17 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 39
Tue May 09 12:49:27 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 39
Tue May 09 12:49:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 40
Tue May 09 12:49:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 40
Tue May 09 12:49:59 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 40
Tue May 09 12:50:10 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 40
Tue May 09 12:50:20 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 40
Tue May 09 12:50:31 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 40
Tue May 09 12:50:42 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 41
Tue May 09 12:50:52 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 41
Tue May 09 12:51:03 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 41
Tue May 09 12:51:14 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 41
Tue May 09 12:51:24 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.50	 1	 41
Tue May 09 12:51:35 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 42
Tue May 09 12:51:46 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 42
Tue May 09 12:51:56 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 42
Tue May 09 12:52:07 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 42
Tue May 09 12:52:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 42
Tue May 09 12:52:28 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 42
Tue May 09 12:52:39 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 43
Tue May 09 12:52:49 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 43
Tue May 09 12:53:00 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 43
Tue May 09 12:53:11 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 43
Tue May 09 12:53:21 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 43
Tue May 09 12:53:32 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 44
Tue May 09 12:53:42 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 44
Tue May 09 12:53:53 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 44
Tue May 09 12:54:04 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 44
Tue May 09 12:54:14 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 44
Tue May 09 12:54:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 44
Tue May 09 12:54:36 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 45
Tue May 09 12:54:46 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 45
