[PeltierCCS 1]
	Time [s]	Tcold	Thot	Aout	CoolTime	Tset	Power
Wed Apr 26 07:44:04 2017	 -40.03	  19.31	  45.30	        0	 -40.00	        0
Wed Apr 26 07:44:15 2017	 -40.03	  19.26	  45.20	        0	 -40.00	        0
Wed Apr 26 07:44:25 2017	 -40.04	  19.20	  45.09	        0	 -40.00	        0
Wed Apr 26 07:44:36 2017	 -40.05	  19.11	  44.88	        0	 -40.00	        0
Wed Apr 26 07:44:47 2017	 -40.04	  19.06	  44.88	        0	 -40.00	        0
Wed Apr 26 07:44:57 2017	 -40.06	  19.00	  44.61	        0	 -40.00	        0
Wed Apr 26 07:45:08 2017	 -40.06	  18.94	  44.51	        0	 -40.00	        0
Wed Apr 26 07:45:19 2017	 -40.06	  18.85	  44.40	        0	 -40.00	        0
Wed Apr 26 07:45:29 2017	 -40.04	  18.77	  44.48	        0	 -40.00	        0
Wed Apr 26 07:45:40 2017	 -40.04	  18.74	  44.46	        0	 -40.00	        0
Wed Apr 26 07:45:51 2017	 -40.04	  18.68	  44.43	        0	 -40.00	        0
Wed Apr 26 07:46:01 2017	 -40.03	  18.60	  44.37	        0	 -40.00	        0
Wed Apr 26 07:46:12 2017	 -40.05	  18.54	  44.17	        0	 -40.00	        0
Wed Apr 26 07:46:22 2017	 -40.05	  18.45	  44.11	        0	 -40.00	        0
Wed Apr 26 07:46:33 2017	 -40.05	  18.39	  43.94	        0	 -40.00	        0
Wed Apr 26 07:46:44 2017	 -40.06	  18.31	  43.78	        0	 -40.00	        0
Wed Apr 26 07:46:54 2017	 -40.05	  18.28	  43.73	        0	 -40.00	        0
Wed Apr 26 07:47:05 2017	 -40.06	  18.19	  43.56	        0	 -40.00	        0
Wed Apr 26 07:47:16 2017	 -40.06	  18.13	  43.46	        0	 -40.00	        0
Wed Apr 26 07:47:26 2017	 -40.05	  18.08	  43.51	        0	 -40.00	        0
Wed Apr 26 07:47:37 2017	 -40.06	  18.02	  43.31	        0	 -40.00	        0
Wed Apr 26 07:47:48 2017	 -40.04	  17.93	  43.38	        0	 -40.00	        0
Wed Apr 26 07:47:58 2017	 -40.05	  17.88	  43.17	        0	 -40.00	        0
