[Spellman 1]
	 time    	kV   	mA   	powlim	fil	kV_toset	mA_toset 	 x-ray on|interlockopen|filament limit fault|power supply fault|overpower|overcurrent|overvoltage|kV min fault|remote
Tue May 09 09:20:24 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:30 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:35 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:41 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:46 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:51 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:57 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:02 2017	  49.91	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:08 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:13 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:18 2017	  49.91	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:34 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:45 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:51 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:21:56 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:22:02 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:22:07 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:22:12 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:22:18 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:22:23 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:22:28 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
