[PowderGraph 1]
2thetadeg	d-value	intx	sigx	count
   3.36070     26.26847    0.00000    0.00000          0
   3.37069     26.19057    0.00000    0.00000          0
   3.38069     26.11313    0.00000    0.00000          0
   3.39069     26.03615    0.00000    0.00000          0
   3.40069     25.95961    0.00000    0.00000          0
   3.41069     25.88353    0.00000    0.00000          0
   3.42069     25.80789    0.00000    0.00000          0
   3.43069     25.73270    0.00000    0.00000          0
   3.44069     25.65793    0.00000    0.00000          0
   3.45069     25.58361    0.00000    0.00000          0
   3.46069     25.50971    0.00000    0.00000          0
   3.47069     25.43624    0.00000    0.00000          0
   3.48069     25.36319    0.00000    0.00000          0
   3.49068     25.29056    0.00000    0.00000          0
   3.50068     25.21834    0.00000    0.00000          0
   3.51068     25.14654    0.00000    0.00000          0
   3.52068     25.07514    0.00000    0.00000          0
   3.53068     25.00415    0.00000    0.00000          0
   3.54068     24.93356    0.00000    0.00000          0
   3.55068     24.86337    0.00000    0.00000          0
   3.56068     24.79357    0.00000    0.00000          0
   3.57068     24.72416    0.00000    0.00000          0
   3.58068     24.65514    0.00000    0.00000          0
   3.59068     24.58650    0.00000    0.00000          0
   3.60067     24.51825    0.00000    0.00000          0
   3.61067     24.45037    0.00000    0.00000          0
   3.62067     24.38287    0.00000    0.00000          0
   3.63067     24.31574    0.00000    0.00000          0
   3.64067     24.24898    0.00000    0.00000          0
   3.65067     24.18259    0.00000    0.00000          0
   3.66067     24.11655    0.00000    0.00000          0
   3.67067     24.05088    0.00000    0.00000          0
   3.68067     23.98557    0.00000    0.00000          0
   3.69067     23.92060    0.00000    0.00000          0
   3.70067     23.85599    0.00000    0.00000          0
   3.71066     23.79173    0.00000    0.00000          0
   3.72066     23.72782    0.00000    0.00000          0
   3.73066     23.66424    0.00000    0.00000          0
   3.74066     23.60101    0.00000    0.00000          0
   3.75066     23.53811    0.00000    0.00000          0
   3.76066     23.47555    0.00000    0.00000          0
   3.77066     23.41332    0.00000    0.00000          0
   3.78066     23.35142    0.00000    0.00000          0
   3.79066     23.28984    0.00000    0.00000          0
   3.80066     23.22859    0.00000    0.00000          0
   3.81066     23.16766    0.00000    0.00000          0
   3.82065     23.10705    0.00000    0.00000          0
   3.83065     23.04676    0.00000    0.00000          0
   3.84065     22.98678    0.00000    0.00000          0
   3.85065     22.92711    0.00000    0.00000          0
   3.86065     22.86775    0.00000    0.00000          0
   3.87065     22.80870    0.00000    0.00000          0
   3.88065     22.74995    0.00000    0.00000          0
   3.89065     22.69151    0.00000    0.00000          0
   3.90065     22.63336    0.00000    0.00000          0
   3.91065     22.57551    0.00000    0.00000          0
   3.92065     22.51796    0.00000    0.00000          0
   3.93064     22.46070    0.00000    0.00000          0
   3.94064     22.40373    0.00000    0.00000          0
   3.95064     22.34705    0.00000    0.00000          0
   3.96064     22.29065    0.00000    0.00000          0
   3.97064     22.23454    0.00000    0.00000          0
   3.98064     22.17871    0.00000    0.00000          0
   3.99064     22.12316    0.00000    0.00000          0
   4.00064     22.06789    0.00000    0.00000          0
   4.01064     22.01289    0.00000    0.00000          0
   4.02064     21.95817    0.00000    0.00000          0
   4.03064     21.90372    0.00000    0.00000          0
   4.04063     21.84954    0.00000    0.00000          0
   4.05063     21.79562    0.00000    0.00000          0
   4.06063     21.74198    0.00000    0.00000          0
   4.07063     21.68859    0.00000    0.00000          0
   4.08063     21.63547    0.00000    0.00000          0
   4.09063     21.58261    0.00000    0.00000          0
   4.10063     21.53000    0.00000    0.00000          0
   4.11063     21.47765    0.00000    0.00000          0
   4.12063     21.42556    0.00000    0.00000          0
   4.13063     21.37371    0.00000    0.00000          0
   4.14063     21.32212    0.00000    0.00000          0
   4.15062     21.27078    0.00000    0.00000          0
   4.16062     21.21968    0.00000    0.00000          0
   4.17062     21.16883    0.00000    0.00000          0
   4.18062     21.11822    0.00000    0.00000          0
   4.19062     21.06785    0.00000    0.00000          0
   4.20062     21.01772    0.00000    0.00000          0
   4.21062     20.96784    0.00000    0.00000          0
   4.22062     20.91818    0.00000    0.00000          0
   4.23062     20.86877    0.00000    0.00000          0
   4.24062     20.81958    0.00000    0.00000          0
   4.25062     20.77063    0.00000    0.00000          0
   4.26061     20.72190    0.00000    0.00000          0
   4.27061     20.67341    0.00000    0.00000          0
   4.28061     20.62514    0.00000    0.00000          0
   4.29061     20.57710    0.00000    0.00000          0
   4.30061     20.52928    0.00000    0.00000          0
   4.31061     20.48168    0.00000    0.00000          0
   4.32061     20.43430    0.00000    0.00000          0
   4.33061     20.38714    0.00000    0.00000          0
   4.34061     20.34020    0.00000    0.00000          0
   4.35061     20.29347    0.00000    0.00000          0
   4.36061     20.24696    0.00000    0.00000          0
   4.37060     20.20066    0.00000    0.00000          0
   4.38060     20.15458    0.00000    0.00000          0
   4.39060     20.10870    0.00000    0.00000          0
   4.40060     20.06303    0.00000    0.00000          0
   4.41060     20.01757    0.00000    0.00000          0
   4.42060     19.97231    0.00000    0.00000          0
   4.43060     19.92726    0.00000    0.00000          0
   4.44060     19.88241    0.00000    0.00000          0
   4.45060     19.83776    0.00000    0.00000          0
   4.46060     19.79332    0.00000    0.00000          0
   4.47060     19.74907    0.00000    0.00000          0
   4.48059     19.70502    0.00000    0.00000          0
   4.49059     19.66116    0.00000    0.00000          0
   4.50059     19.61750    0.00000    0.00000          0
   4.51059     19.57404    0.00000    0.00000          0
   4.52059     19.53077    0.00000    0.00000          0
   4.53059     19.48768    0.00000    0.00000          0
   4.54059     19.44479    0.00000    0.00000          0
   4.55059     19.40209    0.00000    0.00000          0
   4.56059     19.35957    0.00000    0.00000          0
   4.57059     19.31724    0.00000    0.00000          0
   4.58059     19.27509    0.00000    0.00000          0
   4.59058     19.23313    0.00000    0.00000          0
   4.60058     19.19135    0.00000    0.00000          0
   4.61058     19.14975    0.00000    0.00000          0
   4.62058     19.10833    0.00000    0.00000          0
   4.63058     19.06710    0.00000    0.00000          0
   4.64058     19.02603    0.00000    0.00000          0
   4.65058     18.98515    0.00000    0.00000          0
   4.66058     18.94444    0.00000    0.00000          0
   4.67058     18.90390    0.00000    0.00000          0
   4.68058     18.86354    0.00000    0.00000          0
   4.69058     18.82335    0.00000    0.00000          0
   4.70057     18.78333    0.00000    0.00000          0
   4.71057     18.74348    0.00000    0.00000          0
   4.72057     18.70380    0.00000    0.00000          0
   4.73057     18.66429    0.00000    0.00000          0
   4.74057     18.62495    0.00000    0.00000          0
   4.75057     18.58577    0.00000    0.00000          0
   4.76057     18.54675    0.00000    0.00000          0
   4.77057     18.50790    0.00000    0.00000          0
